gene_id,Col0_AWF_NT_R4,Col0_AWF_NT_R5,Col0_AWF_NT_R6,Col0_CL_R1,Col0_CL_R2,Col0_CL_R3,Col0_CL_ribo_R1,Col0_CL_ribo_R2,Col0_CL_ribo_R3,Col0_LSW_R1,Col0_LSW_R2,Col0_LSW_R3
AT2G17695,0,0,0,39,0,0,152,30,21,0,0,0
AT2G17700,0,0,0,40,3,0,138,33,41,0,0,0
AT2G17705,0,2,0,0,2,5,21,31,36,6,0,0
AT2G17710,0,0,0,2,0,4,34,14,16,0,0,0
AT2G17720,0,0,0,18,0,14,70,36,74,0,0,0
AT2G17723,0,0,0,0,0,0,0,0,0,0,0,0
AT2G17730,0,0,0,3,0,3,23,11,9,0,0,0
AT2G17740,0,0,0,0,0,0,0,0,0,0,0,0
AT2G17750,0,0,0,0,0,0,0,0,0,0,0,0
AT2G17760,0,0,0,29,0,5,145,59,89,0,0,0
AT2G17770,0,0,0,0,0,0,0,0,0,3,0,0
AT2G17780,0,0,0,0,0,5,34,0,37,0,0,0
AT2G17785,0,0,0,0,0,0,0,0,0,0,0,0
AT2G17787,0,0,0,0,0,5,30,21,35,0,0,0
AT2G17790,0,0,0,68,0,17,215,20,76,10,0,0
AT2G17800,0,0,0,20,0,5,76,0,20,0,0,0
AT2G17810,0,0,0,0,0,0,0,0,0,0,0,0
AT2G17820,0,0,0,55,0,24,211,12,99,6,0,0
AT2G17830,0,0,0,0,0,0,5,5,10,0,0,8
AT2G17840,68,31,33,191,25,67,724,307,506,9,0,0
AT2G17845,0,0,0,0,0,0,0,0,0,0,0,0
AT2G17850,0,0,0,0,0,0,0,0,0,0,0,0
AT2G17860,0,0,0,0,0,0,0,3,0,0,0,0
AT2G17870,6,0,0,25,0,22,116,80,153,0,0,0
AT2G17880,3,0,0,19,2,26,26,7,124,6,0,0
AT2G17890,0,0,0,0,0,0,0,0,0,0,0,0
AT2G17900,0,0,0,0,0,0,10,0,0,0,0,0
AT2G17910,0,0,0,0,0,0,0,0,0,0,0,3
AT2G17920,0,0,0,0,0,0,0,0,0,0,0,0
AT2G17930,16,13,6,194,6,156,701,70,512,44,0,0
AT2G17940,0,0,0,0,0,0,0,0,0,0,0,0
AT2G17950,0,0,0,0,0,0,0,0,0,0,0,0
AT2G17960,0,0,0,0,0,0,0,0,0,0,0,0
AT2G17970,0,0,0,8,0,0,75,10,22,0,0,0
AT2G17972,0,0,0,14,5,5,78,15,23,0,0,0
AT2G17975,0,0,0,0,3,6,25,7,15,0,0,0
AT2G17980,0,12,0,54,0,31,257,39,171,7,0,0
AT2G17990,0,0,0,21,3,9,201,158,108,7,0,0
AT2G18000,0,0,0,0,0,0,12,0,0,0,0,0
AT2G18010,0,0,0,0,0,0,2,2,0,0,0,0
AT2G18020,0,7,0,144,18,127,567,337,543,12,0,0
AT2G18030,0,0,0,19,0,0,54,20,36,0,0,0
AT2G18040,0,0,0,34,3,22,200,86,98,0,0,0
AT2G18042,0,0,0,0,0,0,0,0,0,0,0,0
AT2G18050,0,0,0,55,54,150,195,1527,896,0,0,0
AT2G18060,0,0,0,0,0,0,0,0,0,0,0,0
AT2G18070,0,0,0,0,0,0,0,0,0,0,0,0
AT2G18080,0,0,0,0,0,0,0,0,0,0,0,0
AT2G18090,4,0,0,25,0,42,129,61,195,10,0,0
AT2G18100,0,0,0,0,0,0,0,0,0,0,0,0
AT2G18110,3,0,0,22,0,25,156,84,204,23,0,0
AT2G18115,0,0,0,3,0,0,2,0,0,0,0,0
AT2G18120,0,0,0,0,0,0,5,0,0,0,0,0
AT2G18130,0,0,0,0,0,0,0,0,0,0,0,0
AT2G18140,0,0,0,0,0,0,0,0,0,0,0,0
AT2G18150,0,0,0,0,0,0,0,0,0,0,0,0
AT2G18162,0,0,0,64,10,36,211,108,105,19,0,0
AT2G18170,0,0,0,14,9,21,113,71,80,0,0,0
AT2G18180,0,0,0,0,0,0,0,0,0,0,0,0
AT2G18190,0,0,0,0,0,0,0,0,0,0,0,0
AT2G18193,0,0,0,0,0,0,0,0,3,0,0,0
AT2G18196,0,0,0,0,0,6,0,6,17,0,0,0
AT2G18200,0,0,0,0,0,0,0,0,0,0,0,0
AT2G18210,0,2,0,9,0,0,18,0,0,0,0,0
AT2G18220,0,0,0,11,0,0,42,0,70,5,0,0
AT2G18230,0,0,0,33,0,0,109,11,9,0,0,0
AT2G18240,0,0,0,0,0,0,46,21,8,0,0,0
AT2G18245,0,0,0,19,0,16,60,17,38,0,0,0
AT2G18250,0,0,0,11,0,0,50,25,30,0,0,0
AT2G18260,0,0,0,3,0,0,0,0,11,0,0,0
AT2G18270,0,0,0,0,0,0,0,0,0,0,0,0
AT2G18280,0,0,0,76,8,70,262,281,522,15,0,0
AT2G18290,0,0,0,9,0,6,35,9,26,0,0,0
AT2G18300,0,0,0,65,8,151,254,152,698,20,0,0
AT2G18310,0,0,0,0,0,0,0,0,0,0,0,0
AT2G18320,0,0,0,0,0,0,0,0,5,0,0,0
AT2G18323,0,0,0,0,0,0,0,0,0,0,0,0
AT2G18328,0,0,0,67,0,3,112,12,27,3,0,0
AT2G18330,0,0,0,0,0,0,51,0,0,0,0,0
AT2G18340,0,0,0,0,0,0,10,0,4,0,0,0
AT2G18350,0,0,0,11,0,5,36,13,58,0,0,0
AT2G18360,0,0,0,0,0,0,0,0,0,0,0,0
AT2G18370,0,0,0,0,0,0,0,0,0,6,0,0
AT2G18380,0,0,0,0,0,3,9,0,8,0,0,0
AT2G18390,0,0,0,5,0,0,29,15,53,0,0,0
AT2G18400,0,0,0,8,0,0,14,0,14,0,0,0
AT2G18410,0,0,0,0,0,0,16,15,6,0,0,0
AT2G18420,0,0,0,0,0,0,0,0,0,0,0,0
AT2G18440,0,0,0,129,29,155,534,814,673,15,0,0
AT2G18450,0,0,0,3,0,0,0,0,0,0,0,0
AT2G18460,0,0,0,0,0,0,0,0,0,0,0,0
AT2G18465,0,0,0,0,0,0,25,13,21,0,0,0
AT2G18470,0,0,0,0,0,0,0,0,0,0,0,0
AT2G18480,0,0,0,7,0,3,6,0,11,0,0,0
AT2G18490,0,0,0,0,0,0,0,0,0,0,0,0
AT2G18500,0,0,0,0,0,0,3,0,0,0,0,0
AT2G18510,0,5,0,36,0,11,33,0,52,7,0,0
AT2G18520,0,0,0,7,0,0,8,0,5,0,0,0
AT2G18530,0,0,0,0,0,0,0,0,0,0,0,0
AT2G18540,0,0,0,0,0,0,0,0,0,0,0,0
AT2G18550,0,0,0,0,0,0,0,0,0,0,0,0
AT2G18560,0,0,0,25,3,19,66,21,26,0,0,0
AT2G18570,0,0,0,33,0,6,58,0,28,0,0,0
AT2G18580,0,0,0,0,0,0,0,0,0,0,0,0
AT2G18590,0,0,0,0,0,0,0,0,0,0,0,0
AT2G18600,0,0,0,0,0,0,11,5,6,0,0,0
AT2G18610,0,0,0,0,0,0,0,0,0,0,0,0
AT2G18620,0,0,0,0,0,0,0,0,0,0,0,0
AT2G18630,0,0,0,19,0,12,128,17,53,0,0,0
AT2G18640,0,0,0,0,0,0,0,0,0,0,0,0
AT2G18650,0,0,0,3,0,0,11,5,3,0,0,0
AT2G18660,0,0,0,26,0,0,71,34,39,0,0,0
AT2G18670,0,0,0,39,3,36,96,94,101,0,0,0
AT2G18680,0,3,0,1,0,0,1,2,1,0,0,0
AT2G18690,2,0,2,21,0,5,52,38,12,0,0,0
AT2G18700,0,6,0,59,4,124,196,190,417,13,0,0
AT2G18710,0,0,0,68,8,52,194,148,227,3,0,0
AT2G18720,0,0,0,0,0,0,0,0,0,0,0,0
AT2G18721,0,0,0,0,0,0,0,0,0,0,0,0
AT2G18730,0,0,0,71,3,17,272,105,104,0,0,0
AT2G18735,0,0,0,10,0,0,9,56,40,5,0,0
AT2G18740,0,0,0,0,0,0,36,51,51,0,0,0
AT2G18750,0,0,0,88,0,69,401,123,293,18,0,0
AT2G18760,0,0,0,18,0,14,49,12,30,0,0,0
AT2G18770,0,0,0,9,0,9,19,8,23,0,0,0
AT2G18780,0,0,0,6,0,3,5,0,4,0,0,0
AT2G18790,6,0,0,89,6,61,360,90,287,0,0,0
AT2G18800,0,0,0,0,0,0,0,0,0,0,0,0
AT2G18810,0,0,0,0,0,0,0,0,0,0,0,0
AT2G18820,0,0,0,0,0,0,0,0,0,0,0,0
AT2G18830,0,0,0,0,0,0,0,0,0,0,0,0
AT2G18840,0,0,0,0,0,0,51,30,32,0,0,0
AT2G18850,0,0,0,14,0,0,30,22,0,0,0,0
AT2G18860,0,0,0,15,4,22,77,22,65,6,0,0
AT2G18870,0,0,0,0,0,0,0,0,0,0,0,0
AT2G18876,0,0,0,0,0,0,39,14,38,0,0,0
AT2G18880,0,0,0,0,0,0,0,0,0,0,0,0
AT2G18890,0,0,0,20,0,0,86,5,19,0,0,0
AT2G18900,0,0,0,0,0,0,23,26,58,5,0,0
AT2G18910,0,0,0,0,0,5,30,22,35,8,0,0
AT2G18915,0,0,0,42,0,28,168,60,121,0,0,0
AT2G18917,0,0,0,0,0,4,4,1,0,0,0,0
AT2G18920,0,0,0,0,0,0,0,0,0,0,0,0
AT2G18930,0,0,0,0,0,0,0,0,0,0,0,0
AT2G18938,0,0,0,0,0,0,0,0,0,0,0,0
AT2G18940,0,0,0,32,3,10,78,31,70,0,3,0
AT2G18950,0,0,0,12,0,8,66,95,37,0,0,0
AT2G18960,0,7,0,469,41,233,1720,663,1523,19,0,0
AT2G18969,0,0,0,2,0,0,2,0,3,0,0,0
AT2G18970,0,0,0,0,0,0,0,0,0,0,0,0
AT2G18980,0,0,0,0,0,0,0,0,0,0,0,0
AT2G18990,0,0,0,7,0,0,16,0,20,0,0,0
AT2G19000,0,0,0,0,0,0,0,0,0,0,0,0
AT2G19010,0,0,0,0,0,0,0,0,0,0,0,0
AT2G19020,0,0,0,0,0,0,0,0,0,0,0,0
AT2G19030,0,0,0,0,0,0,0,0,0,0,0,0
AT2G19040,0,0,0,0,0,0,0,0,0,0,0,0
AT2G19045,0,0,0,0,0,0,0,0,0,0,0,0
AT2G19050,0,0,0,0,0,0,0,0,0,0,0,0
AT2G19060,0,0,0,0,0,0,0,0,0,0,0,0
AT2G19070,0,0,0,0,0,0,0,0,0,0,0,0
AT2G19080,0,0,0,18,0,6,72,53,70,0,0,0
AT2G19090,0,0,0,0,0,0,24,5,11,0,0,0
AT2G19100,0,0,0,0,0,0,0,0,0,0,0,0
AT2G19110,0,0,0,22,0,12,86,0,113,0,0,0
AT2G19120,0,0,0,7,0,0,18,0,13,0,0,0
AT2G19130,0,0,0,60,10,11,207,111,96,4,0,0
AT2G19140,0,0,0,0,0,0,0,0,0,0,0,0
AT2G19146,0,0,0,0,0,0,0,0,0,0,0,0
AT2G19150,0,0,0,0,0,0,0,0,0,0,0,0
AT2G19160,0,0,0,17,0,9,74,47,41,0,0,0
AT2G19170,0,0,0,0,0,0,30,0,31,0,0,0
AT2G19180,0,0,0,21,0,9,66,44,49,0,0,0
AT2G19190,0,0,0,0,0,0,8,0,0,0,0,0
AT2G19200,0,0,0,0,0,0,0,0,0,0,0,0
AT2G19210,0,0,0,0,0,0,0,0,0,0,0,0
AT2G19220,0,0,0,0,0,0,0,0,0,0,0,0
AT2G19230,0,0,0,0,0,0,0,0,0,0,0,0
AT2G19240,0,0,0,0,0,0,0,0,0,0,0,0
AT2G19250,0,0,0,14,0,3,25,17,45,0,0,0
AT2G19260,0,0,0,8,0,0,41,0,25,0,0,0
AT2G19270,0,3,0,26,0,34,79,57,95,0,0,0
AT2G19280,0,0,0,0,0,6,38,13,23,0,0,0
AT2G19290,0,0,0,0,0,0,0,0,0,0,0,0
AT2G19300,0,0,0,0,0,0,0,0,0,0,0,0
AT2G19310,0,2,0,47,2,8,163,61,34,0,0,0
AT2G19320,0,0,0,0,0,0,0,0,0,0,0,0
AT2G19330,0,0,0,0,0,0,0,7,0,0,0,0
AT2G19340,3,0,0,0,0,6,26,5,22,2,0,0
AT2G19350,0,0,0,4,0,5,32,44,30,0,0,0
AT2G19360,0,0,0,0,0,0,0,0,0,0,0,0
AT2G19380,0,0,0,7,0,3,3,6,0,0,0,0
AT2G19385,0,0,0,0,0,6,9,0,16,0,0,0
AT2G19390,0,0,0,24,0,17,115,20,57,0,0,0
AT2G19400,0,0,0,0,0,9,15,0,0,0,0,0
AT2G19410,0,0,0,0,0,0,0,0,0,0,0,0
AT2G19420,0,0,0,0,0,0,0,0,0,0,0,0
AT2G19425,0,0,0,0,0,0,0,0,0,0,0,0
AT2G19430,0,0,0,3,6,11,33,10,20,0,0,0
AT2G19440,0,0,0,0,0,0,0,0,0,0,0,0
AT2G19450,0,0,0,0,0,23,13,76,80,3,0,0
AT2G19460,0,0,0,7,3,14,15,12,55,0,0,0
AT2G19470,0,0,0,21,0,29,70,25,87,0,0,0
AT2G19480,9,0,6,60,21,98,355,186,484,25,0,0
AT2G19490,0,0,0,0,0,0,10,6,8,0,0,0
AT2G19500,0,0,0,0,0,0,0,0,0,0,0,0
AT2G19510,0,0,0,0,0,0,0,0,0,0,0,0
AT2G19520,0,0,0,30,0,19,135,17,93,9,0,0
AT2G19530,0,0,0,3,0,0,0,0,0,0,0,0
AT2G19540,0,0,0,52,3,14,109,132,219,8,0,0
AT2G19550,0,0,0,0,0,0,0,0,0,0,0,0
AT2G19560,0,0,0,0,0,18,48,15,22,0,0,0
AT2G19570,0,0,0,9,0,8,27,15,18,2,0,0
AT2G19572,0,0,0,9,0,8,27,15,21,2,0,0
AT2G19580,0,0,0,0,0,3,34,0,15,0,0,0
AT2G19582,0,0,0,0,0,0,0,0,0,0,0,0
AT2G19590,0,0,0,0,0,0,5,0,0,0,0,0
AT2G19600,0,0,0,15,0,12,79,22,43,0,0,0
AT2G19610,0,0,0,0,0,0,0,0,0,0,0,0
AT2G19620,0,0,0,0,0,5,13,0,9,0,0,0
AT2G19630,0,0,0,0,0,0,0,0,0,0,0,0
AT2G19640,0,0,0,7,2,6,36,18,22,0,0,0
AT2G19650,2,0,0,50,0,7,104,21,35,7,0,0
AT2G19660,0,0,0,0,0,2,3,0,22,0,0,0
AT2G19670,0,0,0,0,0,0,15,0,0,0,0,0
AT2G19680,0,0,0,27,0,0,75,23,31,0,0,0
AT2G19690,0,0,0,0,0,0,23,0,13,0,0,0
AT2G19700,0,0,0,0,0,0,0,0,0,0,0,0
AT2G19710,0,0,0,40,0,11,130,11,98,3,0,0
AT2G19720,0,0,0,5,0,0,9,0,0,0,0,0
AT2G19730,0,0,0,33,10,30,146,113,238,16,0,0
AT2G19740,0,0,0,18,0,22,80,89,151,5,0,0
AT2G19750,0,0,0,21,0,0,87,41,55,6,0,0
AT2G19755,0,0,0,0,0,0,0,0,1,0,0,0
AT2G19760,0,0,0,37,0,32,210,51,143,0,0,0
AT2G19770,0,0,0,0,0,0,0,0,0,0,0,0
AT2G19780,0,0,0,8,0,0,34,0,7,0,0,0
AT2G19790,0,0,0,24,0,9,162,60,77,0,0,0
AT2G19796,0,0,0,0,0,0,0,0,0,0,0,0
AT2G19800,4,13,0,0,0,130,0,18,655,5,0,0
AT2G19802,0,0,0,0,0,0,0,0,0,0,0,0
AT2G19803,0,0,0,0,0,0,0,0,0,0,0,0
AT2G19806,0,0,0,0,0,0,0,0,0,0,0,0
AT2G19810,0,0,0,68,32,41,480,478,276,11,0,0
AT2G19820,0,0,0,0,0,0,0,0,0,0,0,0
AT2G19825,0,0,0,0,0,0,0,0,0,0,0,0
AT2G19830,0,0,0,133,0,22,355,81,160,0,0,0
AT2G19840,0,0,0,0,0,0,0,0,0,0,0,0
AT2G19850,0,0,0,0,0,0,0,0,0,0,0,0
AT2G19860,0,0,0,39,0,0,235,47,34,0,0,0
AT2G19870,3,2,0,25,0,10,65,16,47,0,0,0
AT2G19880,0,0,0,24,0,8,76,45,70,0,0,0
AT2G19890,0,0,0,0,0,0,0,0,2,0,0,0
AT2G19893,0,0,0,0,0,0,0,0,0,0,0,0
AT2G19900,0,0,0,0,0,0,0,0,0,0,0,0
AT2G19910,0,0,0,0,0,0,0,0,0,0,0,0
AT2G19920,0,0,0,0,0,0,0,0,0,0,0,0
AT2G19930,0,0,0,0,0,0,0,0,8,0,0,0
AT2G19940,0,0,0,0,0,9,118,18,55,0,0,0
AT2G19950,0,0,0,55,0,18,106,10,118,0,0,0
AT2G19960,0,0,0,0,0,0,0,0,0,0,0,0
AT2G19970,0,0,0,0,0,0,0,0,0,2,0,0
AT2G19980,0,0,0,0,0,0,0,0,0,0,0,0
AT2G19990,0,0,0,0,0,0,2,0,0,0,0,0
AT2G20000,0,0,0,15,0,14,98,18,59,0,0,0
AT2G20010,0,8,0,36,0,21,160,62,82,0,0,0
AT2G20020,0,0,0,27,0,16,110,0,53,0,0,0
AT2G20030,0,0,0,0,0,0,0,0,0,0,0,0
AT2G20050,0,0,0,109,0,85,190,93,318,10,0,0
AT2G20060,0,0,0,31,0,0,36,34,60,6,0,0
AT2G20070,0,0,0,0,0,0,0,0,0,0,0,0
AT2G20080,0,0,0,0,0,0,0,0,0,0,0,0
AT2G20100,0,0,0,9,0,6,41,4,12,0,0,0
AT2G20110,0,0,0,0,0,0,18,6,11,0,0,0
AT2G20120,0,0,0,17,11,47,73,125,224,0,0,0
AT2G20130,0,0,0,23,0,7,61,76,62,0,0,0
AT2G20140,0,0,0,41,3,10,142,18,63,0,0,0
AT2G20142,0,0,0,6,0,0,34,36,19,0,0,0
AT2G20150,0,0,0,0,0,0,0,0,0,0,0,0
AT2G20160,0,0,0,0,0,0,0,0,0,0,0,0
AT2G20170,0,0,0,0,0,0,0,0,0,0,0,0
AT2G20180,0,0,0,34,0,0,82,28,89,0,0,0
AT2G20190,0,0,5,103,0,116,496,75,356,8,0,0
AT2G20208,0,0,0,0,0,0,0,0,0,0,0,0
AT2G20210,0,0,0,6,0,3,32,13,26,0,0,0
AT2G20230,0,0,0,56,14,58,234,258,275,0,0,0
AT2G20240,0,0,0,13,0,5,44,0,26,0,0,0
AT2G20250,0,0,0,0,0,6,16,0,10,0,0,0
AT2G20260,11,0,0,421,44,200,1661,817,785,10,0,0
AT2G20270,0,0,0,15,0,0,59,25,37,0,0,0
AT2G20280,0,0,0,34,0,10,89,61,97,5,0,0
AT2G20290,0,0,0,27,0,0,85,0,15,0,0,0
AT2G20298,0,0,0,0,0,0,0,0,0,0,0,0
AT2G20300,0,0,0,33,0,18,122,11,75,0,0,0
AT2G20310,0,0,0,0,0,0,6,0,16,0,0,0
AT2G20320,0,0,0,17,0,14,73,26,91,0,0,0
AT2G20330,8,0,0,24,0,17,93,22,75,5,0,0
AT2G20340,0,0,0,67,11,0,241,41,30,6,0,0
AT2G20350,0,0,0,0,0,0,0,0,0,0,0,0
AT2G20360,5,0,0,73,0,50,289,43,166,8,0,0
AT2G20362,0,0,0,3,0,0,3,0,2,0,0,0
AT2G20370,5,4,0,73,0,10,255,27,71,4,0,0
AT2G20380,0,0,0,0,0,0,0,0,0,0,0,0
AT2G20390,0,0,0,12,0,9,4,18,27,0,0,0
AT2G20400,0,0,0,0,0,3,28,24,34,0,0,0
AT2G20410,0,0,0,8,0,0,23,14,33,0,0,0
AT2G20420,0,0,0,104,7,32,459,93,214,0,0,0
AT2G20430,0,0,0,0,0,0,0,0,0,0,0,0
AT2G20440,0,0,0,0,0,7,53,0,8,0,0,0
AT2G20450,0,0,0,20,0,13,45,24,42,0,0,0
AT2G20453,0,0,0,0,0,0,0,0,0,0,0,0
AT2G20460,0,0,0,0,0,0,0,0,0,0,0,0
AT2G20463,0,0,0,0,0,0,0,0,0,0,0,0
AT2G20465,0,0,0,0,0,0,0,0,0,0,0,0
AT2G20470,0,0,0,0,0,0,0,0,0,0,0,0
AT2G20480,0,0,0,0,0,0,0,4,0,0,0,0
AT2G20490,0,0,0,11,0,21,29,42,65,0,0,0
AT2G20495,0,0,0,13,0,0,46,0,26,0,0,0
AT2G20500,0,0,0,0,0,0,16,6,11,0,0,0
AT2G20510,0,0,0,0,0,0,0,0,0,0,0,0
AT2G20515,0,0,0,0,0,0,5,3,0,0,0,0
AT2G20520,0,0,0,0,0,0,0,0,0,0,0,0
AT2G20530,0,0,0,14,0,25,63,9,60,3,0,0
AT2G20540,0,0,0,0,0,0,9,5,3,0,0,0
AT2G20550,0,0,0,12,0,9,20,11,58,0,0,0
AT2G20555,0,0,0,0,0,0,0,0,0,0,0,0
AT2G20560,13,0,0,6,0,0,37,13,5,0,0,0
AT2G20562,0,0,0,0,0,0,0,0,6,0,0,0
AT2G20570,0,0,6,446,12,59,1016,345,189,0,0,0
AT2G20580,0,0,0,102,11,69,599,81,261,18,0,0
AT2G20585,0,0,0,6,0,0,11,6,15,0,0,0
AT2G20590,0,0,0,0,0,0,0,0,3,0,0,0
AT2G20595,0,0,0,0,0,0,0,0,0,0,0,0
AT2G20597,0,0,0,0,0,0,0,0,0,0,0,0
AT2G20600,0,0,0,0,0,0,0,0,0,0,0,0
AT2G20605,0,0,0,0,0,0,0,0,0,0,0,0
AT2G20610,0,0,0,227,0,30,733,96,111,21,0,0
AT2G20613,0,0,0,0,0,0,0,0,0,0,0,0
AT2G20616,0,0,0,0,0,0,0,0,0,0,0,0
AT2G20618,0,0,0,0,0,0,0,0,0,0,0,0
AT2G20619,0,0,0,0,0,0,0,0,0,0,0,0
AT2G20620,0,0,0,0,0,0,0,0,0,0,0,0
AT2G20625,0,0,0,0,0,0,0,0,0,0,0,0
AT2G20630,0,0,0,143,0,48,475,77,143,14,0,0
AT2G20635,0,0,0,0,0,0,6,0,0,0,0,0
AT2G20650,0,0,0,0,0,0,16,8,12,0,0,0
AT2G20660,0,0,0,0,0,0,0,0,0,0,0,0
AT2G20670,0,0,0,25,96,496,122,2435,2562,11,0,3
AT2G20680,0,0,0,10,0,3,30,0,11,0,0,0
AT2G20690,0,0,0,33,3,12,75,59,54,0,0,0
AT2G20700,0,0,0,5,0,0,5,0,0,0,0,0
AT2G20710,0,0,0,2,0,3,6,0,10,0,0,0
AT2G20720,0,0,0,3,0,0,14,0,0,0,0,0
AT2G20721,0,0,0,0,0,1,2,2,0,0,0,0
AT2G20722,0,0,0,0,0,1,2,1,0,0,0,0
AT2G20723,0,0,0,0,0,0,2,5,0,0,0,0
AT2G20724,0,0,0,2,7,11,23,22,43,3,0,0
AT2G20725,0,0,0,21,0,23,132,153,107,0,0,0
AT2G20740,0,0,0,25,0,28,86,105,126,0,0,0
AT2G20750,0,0,0,24,0,0,130,0,0,0,0,0
AT2G20760,6,0,0,93,0,48,371,100,201,25,0,0
AT2G20770,0,0,0,9,0,0,23,0,10,0,0,0
AT2G20780,0,0,0,29,0,13,99,82,106,0,0,0
AT2G20784,0,0,0,0,0,0,0,0,0,0,0,0
AT2G20790,0,0,0,26,0,10,67,21,44,0,0,0
AT2G20800,0,0,0,0,0,0,0,0,0,0,0,0
AT2G20805,0,0,0,0,0,0,0,0,0,0,0,0
AT2G20810,0,0,0,21,0,14,146,43,79,0,0,0
AT2G20815,0,0,0,0,0,15,8,0,10,0,0,0
AT2G20816,0,0,0,0,0,0,0,0,0,0,0,0
AT2G20818,0,0,0,0,0,0,0,0,0,0,0,0
AT2G20820,0,0,0,72,0,19,167,73,108,6,0,0
AT2G20825,0,0,0,0,0,2,0,0,0,0,0,0
AT2G20830,0,0,0,13,0,28,62,64,69,0,0,0
AT2G20835,0,0,0,0,0,0,0,0,2,0,0,0
AT2G20840,0,0,0,20,0,4,24,16,19,0,0,0
AT2G20850,0,0,0,0,0,0,41,8,46,0,0,0
AT2G20860,0,0,0,102,5,53,355,124,193,0,0,0
AT2G20870,0,0,0,0,0,0,0,0,0,0,0,0
AT2G20875,0,0,0,0,0,0,0,0,0,0,0,0
AT2G20880,0,0,0,0,0,0,7,0,0,0,0,0
AT2G20890,0,0,0,296,28,70,994,265,389,0,0,0
AT2G20900,0,0,0,22,0,18,146,77,70,0,0,0
AT2G20910,0,0,0,0,0,0,0,0,0,0,0,0
AT2G20920,0,0,0,47,3,40,173,175,114,0,0,0
AT2G20921,0,0,0,0,0,0,11,1,0,0,0,0
AT2G20930,0,0,0,18,0,5,98,22,34,0,0,0
AT2G20940,0,0,0,7,0,0,20,3,9,0,0,0
AT2G20950,0,0,0,61,7,32,177,78,113,12,0,0
AT2G20960,4,7,7,202,0,81,239,77,170,7,0,0
AT2G20970,0,0,0,0,0,0,0,0,0,0,0,0
AT2G20980,0,0,0,0,0,0,0,0,0,0,0,0
AT2G20990,5,0,0,293,0,74,1010,152,374,13,0,0
AT2G20993,0,0,0,0,0,0,0,0,0,0,0,0
AT2G21000,0,0,0,0,0,0,0,0,0,0,0,0
AT2G21010,0,0,0,0,0,0,0,0,0,0,0,0
AT2G21020,0,0,0,0,0,0,0,0,0,0,0,0
AT2G21030,0,0,0,0,0,0,0,0,0,0,0,0
AT2G21040,0,0,0,0,0,0,0,0,0,0,0,0
AT2G21045,0,0,0,0,0,0,0,0,0,0,0,0
AT2G21050,0,0,0,45,0,9,168,0,79,0,0,0
AT2G21060,0,0,2,3,5,6,34,27,56,0,0,0
AT2G21070,0,0,0,0,0,9,19,0,32,0,0,0
AT2G21080,0,0,0,5,0,0,11,0,3,0,0,0
AT2G21090,0,0,0,2,0,2,21,3,21,0,0,0
AT2G21100,0,0,0,0,0,0,0,0,0,0,0,0
AT2G21110,0,0,0,0,0,0,0,0,0,0,0,0
AT2G21120,0,0,0,66,0,29,191,124,155,0,0,0
AT2G21130,0,0,0,4,3,10,23,23,12,3,0,0
AT2G21140,0,0,0,5,0,10,11,0,9,0,0,0
AT2G21150,0,0,0,33,0,0,65,19,62,0,0,0
AT2G21160,0,0,0,68,0,14,220,75,115,0,0,0
AT2G21170,0,0,0,259,0,91,861,171,338,8,0,0
AT2G21172,0,0,0,0,0,0,0,0,0,0,0,0
AT2G21180,0,0,0,12,0,16,24,35,23,0,0,0
AT2G21185,0,0,0,16,0,2,30,0,0,0,0,0
AT2G21187,0,0,0,22,0,1,27,33,38,0,0,0
AT2G21188,0,0,0,0,0,0,11,13,10,0,0,0
AT2G21190,0,0,0,23,3,0,76,39,29,0,0,0
AT2G21195,0,0,0,0,0,0,17,19,19,0,0,0
AT2G21200,0,0,0,0,0,0,0,0,7,0,0,0
AT2G21210,0,0,0,20,0,11,75,8,11,12,0,0
AT2G21220,0,0,0,0,0,0,0,0,0,0,0,0
AT2G21230,0,0,0,44,0,12,111,63,105,0,0,0
AT2G21235,0,0,0,0,0,0,0,0,0,0,0,0
AT2G21237,0,0,0,0,0,0,0,0,0,0,0,0
AT2G21240,0,0,0,26,7,42,140,144,119,9,0,0
AT2G21250,0,3,0,100,0,22,362,63,112,8,3,0
AT2G21260,0,0,0,0,0,0,20,0,0,0,0,0
AT2G21270,0,0,0,37,0,17,175,68,79,0,0,0
AT2G21280,3,0,0,49,0,10,99,11,27,0,0,0
AT2G21290,0,0,0,17,0,3,72,61,49,0,0,0
AT2G21300,0,0,0,77,0,33,195,7,79,0,0,0
AT2G21310,0,0,0,0,0,0,0,0,0,0,0,0
AT2G21320,0,0,0,41,0,0,153,0,6,0,0,0
AT2G21330,15,0,0,2076,16,105,7744,296,565,11,0,0
AT2G21340,0,0,0,75,0,10,328,29,84,0,0,0
AT2G21350,0,0,0,0,0,0,0,3,0,0,0,0
AT2G21360,0,0,0,0,0,0,0,0,0,0,0,0
AT2G21370,0,0,0,44,0,6,199,10,38,0,0,0
AT2G21380,0,0,0,178,0,39,560,19,209,8,0,0
AT2G21385,0,0,0,23,0,10,96,32,50,0,0,0
AT2G21390,17,5,0,203,0,119,944,172,776,29,0,0
AT2G21400,0,0,0,0,0,0,0,0,0,0,0,0
AT2G21410,0,0,0,73,7,46,297,88,265,0,0,0
AT2G21420,0,0,0,0,0,0,0,0,0,0,0,0
