gene_id,Col0_AWF_NT_R4,Col0_AWF_NT_R5,Col0_AWF_NT_R6,Col0_CL_R1,Col0_CL_R2,Col0_CL_R3,Col0_CL_ribo_R1,Col0_CL_ribo_R2,Col0_CL_ribo_R3,Col0_LSW_R1,Col0_LSW_R2,Col0_LSW_R3
AT2G21430,0,0,0,5,0,0,0,0,0,0,0,0
AT2G21440,0,0,0,30,0,34,92,20,143,12,0,0
AT2G21450,0,0,0,0,0,0,0,0,0,0,0,0
AT2G21460,0,0,0,0,0,0,0,0,0,0,0,0
AT2G21465,0,0,0,0,0,0,0,0,0,0,0,0
AT2G21470,0,0,0,63,0,8,151,74,119,0,0,0
AT2G21480,0,0,0,0,0,0,0,0,0,0,0,0
AT2G21490,0,0,0,0,0,0,0,0,0,0,0,0
AT2G21500,0,0,0,39,0,26,65,41,122,3,0,0
AT2G21510,0,0,0,0,0,0,0,0,0,0,0,0
AT2G21520,0,0,0,93,0,57,420,77,225,8,0,0
AT2G21530,0,0,0,120,0,10,300,35,37,0,0,0
AT2G21540,0,0,0,15,0,0,27,0,76,0,0,0
AT2G21550,0,0,0,0,0,0,12,0,8,0,0,0
AT2G21560,0,0,0,22,12,8,70,37,15,0,0,0
AT2G21570,0,0,0,0,0,0,0,0,0,0,0,0
AT2G21580,0,0,0,49,5,38,114,112,97,6,0,0
AT2G21590,0,0,0,24,0,0,58,0,11,0,0,0
AT2G21600,0,0,0,32,6,4,175,55,71,0,0,0
AT2G21610,0,0,0,0,0,0,0,0,0,0,0,0
AT2G21620,0,0,0,88,21,32,366,435,235,18,0,0
AT2G21630,0,0,0,14,0,7,13,6,19,0,0,0
AT2G21640,0,0,0,0,0,0,10,0,18,0,0,0
AT2G21650,0,0,0,26,0,0,106,0,2,0,0,0
AT2G21655,0,0,0,0,0,0,0,0,0,0,0,0
AT2G21660,5,10,91,187,247,2139,656,5481,10111,117,4,3
AT2G21670,0,0,0,0,0,0,0,0,0,0,0,0
AT2G21680,0,0,0,0,0,0,0,0,0,0,0,0
AT2G21690,0,0,0,0,0,0,0,0,0,0,0,0
AT2G21700,0,0,0,0,0,0,0,0,0,0,0,0
AT2G21710,0,0,0,10,0,9,15,0,0,0,0,0
AT2G21720,0,0,0,0,0,0,0,0,0,0,0,0
AT2G21725,0,0,0,0,0,0,0,0,0,0,0,0
AT2G21727,0,0,0,0,0,0,0,0,0,0,0,0
AT2G21730,0,0,0,0,0,0,0,0,0,0,0,0
AT2G21740,0,0,0,0,0,0,0,0,0,0,0,0
AT2G21750,0,0,0,0,0,0,0,0,0,0,0,0
AT2G21760,0,0,0,0,0,0,0,0,0,0,0,0
AT2G21770,0,0,0,0,0,0,6,0,0,0,0,0
AT2G21780,0,0,3,0,0,0,0,0,0,0,0,0
AT2G21790,0,0,0,0,0,0,107,17,48,7,0,0
AT2G21800,0,0,0,0,0,0,0,0,6,0,0,0
AT2G21810,0,0,0,0,0,0,0,0,0,0,0,0
AT2G21820,0,0,0,0,4,0,0,21,3,0,0,0
AT2G21830,0,0,0,0,0,5,39,7,8,0,0,0
AT2G21840,0,0,0,0,0,5,10,0,3,0,0,0
AT2G21850,0,0,0,8,0,3,27,6,0,0,0,0
AT2G21860,0,0,0,11,0,5,76,41,24,0,0,0
AT2G21870,0,0,0,124,0,49,539,163,315,28,0,0
AT2G21880,0,0,0,0,0,14,10,0,19,0,0,0
AT2G21890,0,0,0,0,0,0,0,0,0,0,0,0
AT2G21895,0,0,0,0,0,0,0,0,0,0,0,0
AT2G21900,0,0,0,0,0,0,0,0,0,0,0,0
AT2G21905,0,0,0,0,0,0,0,0,0,0,0,0
AT2G21910,0,0,0,0,0,0,0,0,0,0,0,0
AT2G21920,0,0,0,0,0,0,0,0,0,0,0,0
AT2G21930,0,0,0,0,0,0,0,0,0,0,0,0
AT2G21940,0,0,0,19,0,0,70,23,28,0,0,0
AT2G21950,0,0,3,34,9,27,169,91,119,11,0,0
AT2G21960,0,0,0,67,0,17,311,69,71,0,0,0
AT2G21970,0,0,0,102,0,13,472,191,49,0,0,0
AT2G21980,0,0,0,0,0,0,0,0,0,0,0,0
AT2G21990,0,0,0,0,0,0,0,0,0,0,0,0
AT2G22000,0,0,0,0,0,0,21,0,3,0,0,0
AT2G22010,4,0,0,112,0,39,503,168,223,0,0,0
AT2G22030,0,0,0,0,0,0,0,0,0,0,0,0
AT2G22040,0,0,0,0,0,0,0,0,0,0,0,0
AT2G22050,0,0,0,0,0,0,0,0,0,0,0,0
AT2G22055,0,0,0,0,0,0,0,0,0,0,0,0
AT2G22060,0,0,0,0,0,0,0,0,0,0,0,0
AT2G22070,0,0,0,3,0,3,7,0,2,0,0,0
AT2G22080,0,0,0,65,5,41,259,199,196,8,0,0
AT2G22088,0,0,0,5,0,0,3,7,0,0,0,0
AT2G22090,0,0,0,15,0,6,70,40,45,0,0,0
AT2G22100,0,0,0,4,0,3,25,11,13,0,0,0
AT2G22110,0,0,0,0,0,0,0,0,0,0,0,0
AT2G22120,0,0,0,10,9,0,42,22,25,0,0,0
AT2G22121,0,0,0,0,0,0,0,0,0,0,0,0
AT2G22122,0,0,0,0,0,9,16,0,21,0,0,0
AT2G22125,32,17,5,452,8,207,928,59,825,54,0,0
AT2G22140,0,0,0,0,0,0,0,0,0,0,0,0
AT2G22145,0,0,0,0,0,0,0,0,0,0,0,0
AT2G22150,0,0,0,0,0,0,0,0,0,0,0,0
AT2G22155,0,0,0,0,0,0,0,0,0,0,0,0
AT2G22160,0,0,0,0,0,0,0,0,0,0,0,0
AT2G22170,0,0,0,34,3,41,175,0,115,0,0,0
AT2G22180,0,0,0,0,0,0,0,0,0,0,0,0
AT2G22190,0,0,4,52,0,0,212,16,21,0,0,0
AT2G22200,0,0,0,3,0,0,5,0,6,0,0,0
AT2G22201,0,0,0,0,0,0,0,0,0,0,0,0
AT2G22210,0,0,0,0,0,0,0,0,0,0,0,0
AT2G22220,0,0,0,0,0,0,0,0,0,0,0,0
AT2G22230,0,0,0,14,0,0,65,0,30,0,0,0
AT2G22240,0,0,0,187,0,12,846,46,80,7,0,0
AT2G22241,0,0,0,0,0,0,0,0,0,0,0,0
AT2G22250,0,0,0,21,0,0,44,0,19,0,0,0
AT2G22260,0,0,0,0,0,0,4,0,0,0,0,0
AT2G22270,0,0,0,0,0,9,30,13,40,0,0,0
AT2G22280,0,0,0,0,0,0,0,0,0,0,0,0
AT2G22290,0,0,0,0,0,0,0,0,0,0,0,0
AT2G22300,0,0,0,102,5,96,356,105,499,19,0,0
AT2G22310,0,0,0,0,0,4,35,13,31,0,0,0
AT2G22320,0,0,0,0,0,0,0,0,0,0,0,0
AT2G22330,0,0,0,46,5,24,150,77,59,0,0,0
AT2G22335,0,0,0,0,0,0,2,0,0,0,0,0
AT2G22340,0,0,0,0,0,0,0,0,0,1,0,0
AT2G22345,0,0,0,0,0,0,0,0,0,0,0,0
AT2G22350,0,0,0,0,0,0,0,0,0,0,0,0
AT2G22360,0,0,0,35,3,13,147,47,44,0,0,0
AT2G22370,0,0,0,14,0,0,35,15,19,0,0,0
AT2G22380,0,0,0,0,0,0,0,0,0,0,0,0
AT2G22390,0,0,0,5,2,0,17,6,9,3,0,0
AT2G22400,0,0,0,29,0,47,135,54,242,0,0,0
AT2G22410,0,0,0,0,0,0,9,0,5,0,0,0
AT2G22420,0,0,0,0,0,0,15,12,17,0,0,0
AT2G22425,0,0,0,19,0,5,46,31,65,0,0,0
AT2G22426,0,0,0,0,0,0,0,0,0,0,0,0
AT2G22430,7,0,0,342,57,142,1354,1365,796,39,0,0
AT2G22440,0,0,0,0,0,0,0,0,0,0,0,0
AT2G22450,0,0,0,8,6,46,64,80,167,0,0,0
AT2G22460,0,0,0,0,0,0,0,2,4,0,0,0
AT2G22470,0,0,8,5,0,0,10,3,3,0,0,0
AT2G22475,0,0,0,14,0,0,27,27,48,14,0,0
AT2G22480,0,0,0,45,0,8,131,28,65,3,0,0
AT2G22482,0,0,0,5,0,0,9,0,3,1,0,0
AT2G22490,0,0,0,26,0,0,44,43,62,0,0,0
AT2G22496,0,0,0,0,0,0,0,0,3,0,0,0
AT2G22500,28,25,16,102,8,21,493,53,74,27,0,0
AT2G22510,0,0,0,0,0,0,0,0,0,8,0,0
AT2G22520,0,0,0,0,0,0,0,0,0,0,0,0
AT2G22530,0,0,0,11,0,0,37,13,23,0,0,0
AT2G22540,0,0,0,178,9,87,784,424,420,14,0,0
AT2G22560,8,0,0,16,0,7,34,0,12,8,0,0
AT2G22570,0,0,0,0,0,0,18,10,12,0,0,0
AT2G22580,0,0,0,0,0,0,0,0,0,0,0,0
AT2G22590,0,0,0,0,0,0,0,0,0,0,0,0
AT2G22600,0,0,0,0,0,0,2,0,0,0,0,0
AT2G22610,0,0,0,13,0,0,18,0,0,0,0,0
AT2G22620,0,0,0,0,0,0,0,0,0,0,0,0
AT2G22630,0,0,0,0,0,0,0,0,0,0,0,0
AT2G22640,0,0,0,0,0,0,42,7,26,0,0,0
AT2G22650,0,0,0,0,0,5,5,9,14,0,0,0
AT2G22660,0,0,0,113,15,74,314,155,356,0,0,0
AT2G22668,0,0,0,0,0,0,0,0,0,0,0,0
AT2G22670,0,0,0,122,5,25,553,64,159,12,0,0
AT2G22680,0,0,0,3,3,10,10,10,23,0,0,0
AT2G22690,0,0,0,5,0,0,35,23,44,0,0,0
AT2G22710,0,0,0,0,0,0,0,0,0,0,0,0
AT2G22720,0,0,0,46,0,51,218,123,264,0,0,0
AT2G22730,0,0,0,0,0,0,10,0,0,0,0,0
AT2G22740,0,0,0,26,0,8,118,0,61,0,0,0
AT2G22750,0,0,0,0,0,0,0,0,0,0,0,0
AT2G22760,0,0,0,0,0,0,0,0,0,0,0,0
AT2G22770,0,0,0,0,0,0,0,0,7,3,0,0
AT2G22780,0,0,0,33,0,30,195,69,91,0,0,0
AT2G22790,0,0,0,5,0,0,9,4,9,2,0,0
AT2G22795,0,0,0,172,0,52,482,5,122,0,0,0
AT2G22800,0,0,0,0,0,3,27,10,15,0,0,0
AT2G22802,0,0,0,0,0,0,0,0,0,0,0,0
AT2G22805,0,0,0,0,0,0,0,0,0,0,0,0
AT2G22807,0,0,0,0,0,0,0,0,0,0,0,0
AT2G22810,0,0,0,0,0,0,12,0,0,0,0,0
AT2G22820,0,0,0,0,0,0,0,0,1,0,0,0
AT2G22821,0,0,0,0,0,0,0,3,7,0,0,0
AT2G22830,0,0,0,13,0,13,59,11,19,3,0,0
AT2G22840,0,0,0,28,0,13,47,44,54,6,0,0
AT2G22850,0,3,3,8,0,0,11,9,0,0,0,0
AT2G22860,0,0,0,3,0,0,5,5,0,0,0,0
AT2G22870,0,0,0,4,0,3,45,23,12,0,0,0
AT2G22880,0,2,5,4,0,0,14,0,7,10,2,0
AT2G22890,0,0,0,3,0,3,4,10,7,0,0,0
AT2G22900,0,0,0,52,0,10,132,26,41,0,0,0
AT2G22905,0,0,0,0,0,0,4,0,4,0,0,0
AT2G22910,0,0,0,20,0,0,94,33,57,0,0,0
AT2G22920,0,0,0,0,0,0,6,0,7,0,0,0
AT2G22930,0,0,0,0,0,0,3,0,0,0,0,0
AT2G22940,0,0,0,0,0,0,0,0,0,0,0,0
AT2G22941,0,0,0,0,0,0,0,0,0,0,0,0
AT2G22942,0,0,0,0,0,0,0,0,0,0,0,0
AT2G22950,0,0,0,0,0,0,0,0,0,0,0,0
AT2G22955,0,0,0,0,0,0,0,0,0,0,0,0
AT2G22960,0,0,0,0,0,0,0,0,0,0,0,0
AT2G22970,0,0,0,54,0,42,186,77,80,0,0,0
AT2G22980,0,0,0,23,4,75,155,121,410,0,0,0
AT2G22990,0,0,0,253,0,109,858,225,699,0,0,0
AT2G23000,0,0,0,37,0,0,98,0,0,0,0,0
AT2G23010,0,0,0,18,0,0,64,0,0,0,0,0
AT2G23020,0,0,0,0,0,0,0,0,0,0,0,0
AT2G23030,0,0,0,0,0,0,0,0,0,0,0,0
AT2G23040,0,0,0,0,0,0,0,0,0,0,0,0
AT2G23050,0,0,0,0,0,0,0,0,0,0,0,0
AT2G23060,0,0,0,0,0,0,0,0,0,0,0,0
AT2G23067,0,0,0,0,0,0,0,0,0,0,0,0
AT2G23070,4,0,0,62,0,103,284,147,377,0,0,0
AT2G23080,0,0,0,11,0,0,87,34,29,0,0,0
AT2G23090,0,0,0,154,29,87,510,359,447,9,0,0
AT2G23093,0,0,0,0,0,0,12,0,10,0,0,0
AT2G23096,0,0,0,0,0,0,0,0,0,0,0,0
AT2G23100,2,0,0,9,0,5,0,3,4,0,0,0
AT2G23110,0,0,0,0,0,0,0,0,0,0,0,0
AT2G23118,0,0,0,0,0,0,0,0,0,0,0,0
AT2G23120,14,5,11,118,9,47,623,251,235,10,0,0
AT2G23130,5,0,0,18,0,44,15,3,33,0,0,0
AT2G23140,0,0,0,35,0,12,127,31,97,0,0,0
AT2G23142,0,0,0,0,0,0,0,0,0,0,0,0
AT2G23148,0,0,0,0,0,0,0,0,0,0,0,0
AT2G23149,0,0,0,0,0,0,0,0,0,0,0,0
AT2G23150,0,0,0,10,0,0,35,6,19,0,0,0
AT2G23160,0,0,0,0,0,0,0,0,0,0,0,0
AT2G23170,0,0,0,8,0,0,25,0,0,3,0,0
AT2G23171,0,0,0,0,0,0,0,0,0,0,0,0
AT2G23180,0,0,0,5,0,9,39,14,4,0,0,0
AT2G23190,0,0,0,0,0,0,0,0,0,0,0,0
AT2G23200,0,0,0,123,2,45,362,99,172,5,0,0
AT2G23210,0,0,0,0,0,0,0,0,2,0,0,0
AT2G23220,0,0,0,0,0,0,0,0,0,0,0,0
AT2G23230,0,0,0,0,0,0,0,0,0,0,0,0
AT2G23240,0,0,0,0,0,0,0,0,0,0,0,0
AT2G23250,0,0,0,0,0,0,0,0,0,0,0,0
AT2G23260,0,0,0,0,0,0,0,0,0,0,0,0
AT2G23270,0,0,0,3,0,0,0,0,0,0,0,0
AT2G23290,2,0,0,17,0,4,29,29,66,0,0,0
AT2G23300,0,0,0,4,0,0,17,0,9,0,0,0
AT2G23310,0,0,0,25,3,25,36,53,70,0,0,0
AT2G23320,0,0,0,57,8,25,126,155,177,0,0,0
AT2G23321,0,0,0,0,0,0,0,0,0,0,0,0
AT2G23330,0,3,0,7,0,9,21,3,21,0,0,0
AT2G23340,0,0,0,12,0,2,98,6,7,0,0,0
AT2G23347,0,0,0,0,0,1,0,2,0,0,0,0
AT2G23348,0,0,0,4,0,0,5,0,0,0,0,0
AT2G23350,0,0,0,84,6,75,263,90,269,11,0,0
AT2G23360,0,0,0,23,0,0,84,0,9,6,0,3
AT2G23370,0,0,0,11,0,0,28,12,19,0,0,0
AT2G23380,0,0,0,14,0,0,33,0,25,7,0,0
AT2G23390,0,0,0,36,5,13,168,25,60,0,0,0
AT2G23400,0,0,0,0,0,0,0,0,0,0,0,0
AT2G23410,0,0,0,0,0,0,0,0,0,0,0,0
AT2G23420,0,0,0,65,4,10,183,43,53,5,0,0
AT2G23430,0,0,0,32,0,12,66,44,43,0,0,0
AT2G23440,0,0,0,0,0,0,0,0,0,0,0,0
AT2G23450,0,0,0,46,0,29,159,98,148,0,0,0
AT2G23460,0,0,0,48,0,67,201,77,163,0,0,0
AT2G23470,0,0,0,5,0,0,12,10,4,0,0,0
AT2G23480,0,0,0,0,0,0,0,0,0,0,0,0
AT2G23490,0,0,0,0,0,0,0,0,0,0,0,0
AT2G23500,0,0,0,0,0,0,0,0,0,0,0,0
AT2G23510,0,0,0,0,0,0,0,0,0,0,0,0
AT2G23520,0,0,0,12,3,7,102,34,66,0,0,0
AT2G23530,0,0,0,0,0,0,0,0,0,0,0,0
AT2G23540,0,0,0,0,0,0,0,0,0,0,0,0
AT2G23550,0,0,0,0,0,0,0,0,0,0,0,0
AT2G23560,0,0,0,7,0,0,0,0,14,0,0,0
AT2G23570,0,0,0,0,0,0,0,0,0,0,0,0
AT2G23580,0,0,0,0,0,0,0,0,0,0,0,0
AT2G23590,0,0,0,0,0,0,5,0,0,0,0,0
AT2G23600,0,3,0,171,0,39,558,34,123,0,0,0
AT2G23610,0,0,0,95,0,26,262,21,69,13,0,0
AT2G23620,0,0,0,0,0,0,0,0,0,0,0,0
AT2G23630,0,0,0,0,0,0,0,0,0,0,0,0
AT2G23640,0,0,0,0,0,0,0,0,0,0,0,0
AT2G23650,0,0,0,0,0,0,0,0,0,0,0,0
AT2G23660,0,0,0,0,0,0,0,0,0,0,0,0
AT2G23670,0,0,0,112,0,6,294,34,31,0,0,0
AT2G23672,0,0,0,0,0,6,0,0,31,0,0,0
AT2G23673,0,0,0,0,0,0,6,0,0,0,0,0
AT2G23680,0,0,0,15,0,7,57,34,44,0,0,0
AT2G23690,0,0,0,2,0,0,6,0,8,0,0,0
AT2G23700,0,0,0,0,0,0,12,3,13,0,0,0
AT2G23710,0,0,0,0,0,0,0,0,0,0,0,0
AT2G23720,0,0,0,0,0,0,0,0,0,0,0,0
AT2G23740,0,0,0,30,0,23,102,0,105,0,0,0
AT2G23755,0,0,0,0,0,0,16,16,8,0,0,0
AT2G23760,0,0,0,116,22,63,297,280,335,0,0,0
AT2G23770,0,0,0,24,0,19,69,5,117,0,0,0
AT2G23780,0,0,0,20,0,5,77,60,50,0,0,0
AT2G23790,0,0,0,12,14,7,71,29,52,5,0,0
AT2G23800,0,0,0,0,0,0,0,0,0,0,0,0
AT2G23808,0,0,0,0,0,0,0,0,0,0,0,0
AT2G23810,0,0,0,79,10,55,473,258,161,10,0,0
AT2G23820,0,0,0,16,0,8,53,12,21,0,0,0
AT2G23830,0,0,0,0,0,0,0,0,0,0,0,0
AT2G23834,0,0,0,0,0,0,0,0,0,0,0,0
AT2G23840,0,0,0,56,0,0,187,9,11,0,0,0
AT2G23850,0,0,0,0,0,0,0,0,0,0,0,0
AT2G23860,0,0,0,0,0,0,0,0,0,0,0,0
AT2G23870,0,0,0,0,0,0,0,0,0,0,0,0
AT2G23880,0,0,0,0,0,0,0,0,0,0,0,0
AT2G23890,0,0,0,11,0,10,27,14,33,0,0,0
AT2G23900,0,0,0,0,0,0,0,0,0,0,0,0
AT2G23910,0,0,0,0,0,0,0,13,0,0,0,0
AT2G23920,0,0,0,0,0,0,0,0,0,0,0,0
AT2G23930,0,0,0,0,0,9,49,45,60,3,0,0
AT2G23940,0,0,0,0,0,0,56,27,38,0,0,0
AT2G23945,0,0,0,0,0,0,5,0,8,0,0,0
AT2G23950,0,0,0,34,0,0,68,6,18,0,0,0
AT2G23960,0,0,0,0,0,0,0,0,0,0,0,0
AT2G23970,0,0,0,0,0,0,0,0,0,0,0,0
AT2G23980,0,0,0,30,8,47,187,119,209,6,0,0
AT2G23985,0,0,0,8,0,0,20,29,19,0,0,0
AT2G23990,0,0,0,0,0,0,0,0,0,0,0,0
AT2G24000,0,0,0,0,0,0,0,0,0,0,0,0
AT2G24010,0,0,0,0,0,0,0,0,0,0,0,0
AT2G24020,6,0,0,29,0,18,180,49,105,0,0,0
AT2G24030,0,0,0,0,0,0,0,0,0,0,0,0
AT2G24040,0,0,0,2,0,15,26,0,0,0,0,0
AT2G24050,0,0,0,28,0,15,73,23,51,0,0,0
AT2G24060,0,0,0,25,0,16,114,14,78,0,0,0
AT2G24070,0,0,0,0,0,0,0,0,0,0,0,0
AT2G24080,0,0,0,0,0,0,0,0,0,0,0,0
AT2G24090,0,0,0,61,0,53,325,88,127,0,0,0
AT2G24100,0,0,0,10,0,7,49,0,10,0,0,0
AT2G24103,0,0,0,0,0,0,0,0,0,0,0,0
AT2G24110,0,0,0,0,0,0,0,0,4,0,0,0
AT2G24120,0,0,0,40,0,20,87,25,92,0,0,0
AT2G24130,0,0,0,0,0,0,0,0,0,0,0,0
AT2G24140,0,0,0,0,0,0,0,0,0,0,0,0
AT2G24150,0,0,0,61,0,8,215,65,61,3,0,0
AT2G24160,0,0,0,53,6,38,144,56,83,0,0,0
AT2G24165,0,0,0,8,0,0,32,0,0,0,0,0
AT2G24170,0,0,0,10,0,0,25,0,10,0,0,0
AT2G24180,0,0,0,54,0,29,173,119,93,0,0,0
AT2G24190,0,0,0,0,0,0,19,0,0,0,0,0
AT2G24200,0,9,0,236,0,61,901,189,293,27,0,0
AT2G24205,0,0,0,0,0,0,0,0,0,0,0,0
AT2G24210,0,0,0,0,0,0,0,0,0,0,0,0
AT2G24220,0,0,0,16,0,6,39,8,9,0,0,0
AT2G24230,0,0,0,16,0,8,56,0,32,0,0,0
AT2G24240,0,0,2,17,9,18,64,166,97,0,0,0
AT2G24250,0,0,0,6,0,0,17,5,21,0,0,0
AT2G24255,0,0,0,0,0,0,0,0,0,0,0,0
AT2G24260,0,0,0,0,3,0,10,13,0,0,0,0
AT2G24270,0,0,0,458,19,172,1620,328,722,23,0,0
AT2G24280,0,0,0,65,0,28,353,61,64,0,0,0
AT2G24285,0,0,0,0,0,0,2,0,2,0,0,0
AT2G24290,0,0,0,0,0,0,58,10,40,0,0,0
AT2G24300,0,0,0,0,0,0,11,0,14,0,0,0
AT2G24310,0,0,0,0,0,0,0,0,3,0,0,0
AT2G24320,0,0,0,0,0,0,0,0,0,0,0,0
AT2G24330,0,0,0,26,0,12,92,47,81,0,0,0
AT2G24340,0,0,0,0,0,0,0,0,0,0,0,0
AT2G24350,0,0,0,6,0,0,0,0,0,0,0,0
AT2G24360,5,0,0,86,0,41,429,186,260,12,0,0
AT2G24370,0,0,0,0,0,0,0,0,0,0,0,0
AT2G24380,0,0,0,0,0,0,0,0,0,0,0,0
AT2G24390,0,0,0,15,0,3,70,15,7,0,0,0
AT2G24395,0,0,0,0,0,7,50,0,22,0,0,0
AT2G24400,0,0,0,0,0,4,6,0,0,0,0,0
AT2G24410,0,0,0,0,0,0,0,0,0,0,0,0
AT2G24420,0,0,0,158,8,35,620,192,294,0,0,0
AT2G24430,0,0,0,0,0,0,0,0,3,0,0,0
AT2G24440,0,0,0,0,0,0,9,0,20,0,0,0
AT2G24450,0,0,0,0,0,0,0,0,0,0,0,0
AT2G24460,0,0,0,0,0,0,0,0,0,0,0,0
AT2G24470,0,0,0,0,0,0,0,0,0,0,0,0
AT2G24480,0,0,0,0,0,0,0,0,0,0,0,0
AT2G24490,0,0,0,0,0,0,0,0,0,0,0,0
AT2G24500,0,0,0,26,0,30,100,96,118,0,0,0
AT2G24510,0,0,0,0,0,0,0,0,0,0,0,0
AT2G24513,0,0,0,0,0,0,0,0,0,0,0,0
AT2G24520,0,0,0,8,0,6,76,40,59,0,0,0
AT2G24530,0,0,0,15,0,13,32,15,14,0,0,0
AT2G24540,0,0,0,34,0,0,71,4,6,0,0,0
AT2G24545,0,0,0,0,0,0,0,4,6,0,0,0
AT2G24550,0,0,0,89,0,38,280,188,166,15,0,0
AT2G24560,0,0,0,0,0,0,0,0,0,0,0,0
AT2G24570,0,0,0,0,0,0,24,9,8,0,0,0
AT2G24580,0,0,0,16,4,3,74,13,0,0,0,0
AT2G24590,0,0,0,41,0,10,95,47,72,11,0,0
AT2G24592,0,0,0,2,0,0,5,3,3,0,0,0
AT2G24600,8,0,0,77,0,19,337,42,173,0,0,0
AT2G24610,0,0,0,0,0,0,3,0,0,0,0,0
AT2G24615,0,0,0,0,0,0,0,0,0,0,0,0
AT2G24617,0,0,0,0,0,0,0,0,0,0,0,0
AT2G24620,0,0,0,0,0,0,0,0,0,0,0,0
AT2G24625,0,0,0,0,0,0,0,0,0,0,0,0
AT2G24630,0,0,0,0,0,8,34,0,41,0,0,0
AT2G24640,0,6,0,31,0,12,72,21,55,0,0,0
AT2G24645,0,0,0,26,0,0,54,0,34,0,0,0
AT2G24650,0,0,0,26,0,0,88,20,46,0,0,0
AT2G24660,0,0,0,0,0,0,0,0,3,0,0,0
AT2G24670,0,0,0,0,0,0,0,0,0,0,0,0
AT2G24680,0,0,0,0,0,0,0,0,0,0,0,0
AT2G24681,0,0,0,0,0,0,0,0,0,0,0,0
AT2G24683,0,0,0,0,0,0,0,0,0,0,0,0
AT2G24690,0,0,0,24,0,0,74,15,43,3,0,0
AT2G24692,0,0,0,3,0,0,2,0,0,0,0,0
AT2G24693,0,0,0,0,0,0,0,0,0,0,0,0
AT2G24696,0,0,0,0,0,0,0,0,0,0,0,0
AT2G24700,0,0,0,0,0,0,0,0,0,0,0,0
AT2G24710,0,0,0,0,0,0,0,0,0,0,0,0
AT2G24720,0,0,0,0,0,0,0,0,0,0,0,0
AT2G24730,0,0,0,0,0,0,0,0,0,0,0,0
AT2G24735,0,0,0,0,0,0,0,0,0,0,0,0
AT2G24740,0,0,0,0,0,0,0,0,0,0,0,0
AT2G24748,0,0,0,0,0,0,0,0,0,0,0,0
AT2G24750,0,0,0,26,3,22,66,7,60,0,0,0
AT2G24755,0,0,0,31,0,18,51,0,32,0,0,0
AT2G24760,5,0,0,22,0,14,19,18,39,3,0,0
AT2G24761,0,0,0,0,0,0,0,0,0,0,0,0
AT2G24762,0,0,0,21,0,20,52,15,34,3,0,0
AT2G24765,0,0,0,41,0,26,148,51,69,0,0,0
AT2G24780,0,0,0,0,0,0,0,0,0,0,0,0
AT2G24790,9,5,0,278,21,158,988,667,726,26,0,0
AT2G24791,0,0,0,3,0,0,0,0,0,0,0,0
AT2G24800,0,0,0,0,0,0,0,0,0,0,0,0
AT2G24810,0,0,0,0,0,0,0,0,0,0,0,0
AT2G24820,0,0,0,127,0,6,460,84,61,0,0,0
AT2G24830,0,0,0,18,0,5,54,14,55,9,0,0
AT2G24834,0,0,0,0,0,0,0,0,0,0,0,0
AT2G24840,0,0,0,0,0,0,0,0,0,0,0,0
AT2G24850,8,27,0,47,0,0,187,20,0,0,0,0
AT2G24860,0,0,0,33,0,16,100,77,61,0,0,0
AT2G24870,0,0,0,0,0,0,0,0,0,0,0,0
AT2G24880,0,0,0,0,0,0,0,0,0,0,0,0
AT2G24890,0,0,0,0,0,0,0,0,0,0,0,0
AT2G24900,0,0,0,0,0,0,0,0,0,0,0,0
AT2G24910,0,0,0,0,0,0,0,0,0,0,0,0
AT2G24915,0,0,0,0,0,0,0,0,0,0,0,0
AT2G24920,0,0,0,0,0,0,0,0,0,0,0,0
AT2G24930,0,0,0,0,0,0,0,0,0,0,0,0
AT2G24940,0,0,0,1,0,0,0,0,0,0,0,0
AT2G24945,0,2,0,112,3,45,570,170,252,17,0,0
AT2G24950,0,0,0,0,0,0,0,0,0,0,0,0
AT2G24960,0,0,0,0,0,5,48,11,11,0,0,0
AT2G24970,0,0,0,0,0,0,0,0,3,0,0,0
AT2G24980,0,0,0,0,0,0,0,0,0,0,0,0
AT2G24990,0,0,0,0,7,13,32,13,41,0,0,0
AT2G25000,0,0,0,0,0,0,23,0,0,0,0,0
AT2G25010,0,0,0,10,0,7,47,56,71,0,0,0
AT2G25011,0,0,0,0,0,0,0,0,0,0,0,0
AT2G25015,0,0,0,0,0,0,0,0,0,0,0,0
AT2G25020,0,0,0,0,0,0,0,0,0,0,0,0
AT2G25025,0,0,0,0,0,0,0,0,0,0,0,0
AT2G25030,0,0,0,0,0,0,0,0,0,0,0,0
AT2G25040,0,0,0,0,0,0,0,0,0,0,0,0
AT2G25050,0,0,0,26,0,35,42,0,37,0,0,0
AT2G25052,0,0,0,0,0,1,1,0,1,0,0,0
AT2G25060,0,0,0,0,0,0,6,0,0,0,0,0
AT2G25070,0,0,0,29,0,20,131,127,125,0,0,0
AT2G25080,0,0,0,219,13,68,756,291,505,16,0,0
AT2G25090,0,0,0,0,0,0,0,0,0,0,0,0
AT2G25095,0,0,0,0,0,0,0,0,0,0,0,0
AT2G25100,0,0,0,0,0,6,27,0,22,0,0,0
AT2G25110,0,0,0,70,0,10,192,26,80,6,0,0
AT2G25120,0,0,0,0,0,0,0,0,0,0,0,0
AT2G25130,0,0,0,5,0,0,0,0,0,0,0,0
