"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AT2G07771",382.965355168865,8.79746762756155,1.96927394962515,4.46736607125491,7.91885562025364e-06,0.000407922588233066
"AT3G07780",40.5204137817637,-6.23494761141344,1.412730096041,-4.41340326003256,1.01758199237068e-05,0.000507503094253983
"AT5G52640",70.6314703501882,-8.05494166052052,1.82669201855162,-4.40957839565494,1.03572060051833e-05,0.000507503094253983
"AT2G07716",328.085627873473,8.5632298940199,1.95258323861213,4.38559018877296,1.15671718094733e-05,0.000553296384886475
"AT5G41750",71.3789128303708,-5.90186030122849,1.35170481743575,-4.3662345691899,1.26406729764494e-05,0.000590584000225273
"AT5G47910",60.8380437066048,-4.35240379513262,1.00418095415011,-4.3342823593147,1.46236381144511e-05,0.000667702022089368
"AT2G07808",296.830453197944,8.4222655630123,1.95921910115771,4.29878697999399,1.71735430884671e-05,0.000766703290327342
"AT2G07786",232.022237526683,5.73892363345847,1.34069241987122,4.28056692825169,1.86417812520373e-05,0.00081415953337702
"AT4G17230",30.4994517210407,-6.1476082681174,1.43866222464662,-4.27314220308207,1.92737450458663e-05,0.000823850080790328
"AT1G15010",20.6440161754106,-6.27396168004835,1.47486773527586,-4.25391479519679,2.10065260486349e-05,0.000861267567994032
"AT4G31800",54.9956097660063,-5.68874549489068,1.33659047809722,-4.25616191953515,2.07966119443392e-05,0.000861267567994032
"AT4G29440",22.2939590838141,-6.14648822401371,1.45298596223132,-4.23024611646949,2.33435770759038e-05,0.000937944926909816
"AT2G30020",42.4671547855485,-7.21263792270149,1.71467974367545,-4.20640527731498,2.5946476054917e-05,0.00102208765479075
"AT3G46620",29.7416020911125,-6.49623638534054,1.5473662719699,-4.19825383493102,2.68981032632846e-05,0.00103919787415267
"AT1G32920",37.6482020175503,-4.98410684273138,1.20183842232409,-4.14706898211261,3.36758624425721e-05,0.00125286680828014
"AT5G62570",18.8197369896739,-5.85182012202457,1.40983808484804,-4.15070367648305,3.3145466244347e-05,0.00125286680828014
"AT1G18300",26.1343944573142,-6.53239022415533,1.57818019373732,-4.13919161454298,3.48531759700341e-05,0.00127309146406906
"AT1G72520",172.507448921854,-9.33668931100036,2.26927175542706,-4.11439894259966,3.88189574543668e-05,0.00139263009867541
"AT1G20450",271.412082904341,-4.24134762030453,1.04936689766398,-4.04181571740664,5.30389086273587e-05,0.00184056100517718
"AT2G07783",256.395603126636,7.49745075688986,1.85517009751179,4.04138184792093,5.313715196629e-05,0.00184056100517718
"AT2G32150",33.2179908313349,-6.51797105312013,1.61667591729367,-4.0317116024288,5.53721100639638e-05,0.00188546727319497
"AT2G39010",47.5311057226784,-5.71389884332877,1.43648963069408,-3.97768192769198,6.95903749329798e-05,0.00233011772067261
"AT2G06050",57.0071175484265,-3.87880158916184,0.980525076008436,-3.95584129775837,7.62657802196733e-05,0.00251176971248072
"AT1G17420",121.193844832138,-5.98964556790743,1.53233321946232,-3.90884012160822,9.27403111862405e-05,0.00300508524472834
"AT2G35930",50.4828079529113,-4.11121969319236,1.06126225835302,-3.87389607124313,0.000107109104602316,0.00341559033565163
"AT1G08930",67.5474645074099,-6.8191706749586,1.77085655004497,-3.85077530689057,0.000117744488146407,0.00369607307322079
"AT3G50480",64.4782791376202,-3.99356549545004,1.04322389817025,-3.82810008709969,0.000129136245593384,0.00399130334457091
"AT5G20010",31.3691810603411,-5.69598587222404,1.49224867252176,-3.8170487111899,0.000135057513583457,0.00411106886044188
"AT1G32640",46.4832761341703,-3.86728042465887,1.02347738106469,-3.77856950843002,0.000157731827815183,0.00472960062807018
"AT3G55840",22.078272898119,-6.32954643136184,1.68463731243056,-3.75721609907221,0.000171814117527647,0.00507609650166241
"AT1G01320",68.395544055559,-3.52097056634952,0.940183172600607,-3.74498360421649,0.000180405556957169,0.00525267773807178
"AT1G59910",36.2931935994424,-6.95169709064299,1.86901919928891,-3.71943589091424,0.000199668217234324,0.00573047783462509
"AT2G47840",13.288613358524,-5.28642349008176,1.4336224580122,-3.6874586196227,0.00022650491282436,0.00640913196991745
"AT3G06500",30.7820474882334,-6.56076431069262,1.79644919083017,-3.65207340356828,0.000260131500271568,0.0072583914450775
"AT2G07734",103.117900161022,4.76117635231239,1.30954990411062,3.63573494783763,0.00027718922631375,0.00762839939266196
